lat,long,Stability_Class,EPR,NSM,LRR,SCE,ML_Stability_Predicted,Prediction_Confidence
21.833398503,90.0901682527,Active Erosion,-10.4,-312.96,-10.43,312.96,Active Erosion,1.0
21.8339034089,90.0910370865,Active Erosion,-10.4,-312.96,-10.43,312.96,Active Erosion,1.0
21.8341019102,90.0913786678,Active Erosion,-10.4,-312.96,-10.43,312.96,Active Erosion,1.0
21.8327626973,90.0887083581,Active Erosion,-10.34,-311.06,-10.39,311.06,Active Erosion,1.0
21.8335390404,90.0900442492,Active Erosion,-10.34,-311.06,-10.39,311.06,Active Erosion,1.0
21.8340514748,90.0909260371,Active Erosion,-10.34,-311.06,-10.39,311.06,Active Erosion,1.0
21.8342460862,90.0912609245,Active Erosion,-10.34,-311.06,-10.39,311.06,Active Erosion,1.0
21.8329159312,90.0886062026,Active Erosion,-10.28,-309.16,-10.34,309.16,Active Erosion,1.0
21.833679578,90.0899202453,Active Erosion,-10.28,-309.16,-10.34,309.16,Active Erosion,1.0
21.8341995409,90.0908149871,Active Erosion,-10.28,-309.16,-10.34,309.16,Active Erosion,1.0
21.8343902624,90.0911431803,Active Erosion,-10.28,-309.16,-10.34,309.16,Active Erosion,1.0
21.8330691648,90.088504047,Active Erosion,-10.21,-307.26,-10.3,307.26,Active Erosion,1.0
21.8338201152,90.0897962414,Active Erosion,-10.21,-307.26,-10.3,307.26,Active Erosion,1.0
21.8343476066,90.0907039371,Active Erosion,-10.21,-307.26,-10.3,307.26,Active Erosion,1.0
21.8345344382,90.0910254364,Active Erosion,-10.21,-307.26,-10.3,307.26,Active Erosion,1.0
21.8332223984,90.088401891,Active Erosion,-10.15,-305.36,-10.21,305.36,Active Erosion,1.0
21.8339606525,90.0896722369,Active Erosion,-10.15,-305.36,-10.21,305.36,Active Erosion,1.0
21.8344712801,90.0905509126,Active Erosion,-10.15,-305.36,-10.21,305.36,Active Erosion,1.0
21.8346786141,90.0909076917,Active Erosion,-10.15,-305.36,-10.21,305.36,Active Erosion,1.0
21.8333756316,90.0882997351,Active Erosion,-10.09,-303.46,-10.09,303.46,Active Erosion,1.0
21.8341011891,90.0895482328,Active Erosion,-10.09,-303.46,-10.09,303.46,Active Erosion,1.0
21.8345792782,90.0903709161,Active Erosion,-10.09,-303.46,-10.09,303.46,Active Erosion,1.0
21.834822789,90.0907899477,Active Erosion,-10.09,-303.46,-10.09,303.46,Active Erosion,1.0
21.8335288651,90.0881975787,Active Erosion,-10.02,-301.56,-9.96,301.56,Active Erosion,1.0
21.8342417262,90.0894242279,Active Erosion,-10.02,-301.56,-9.96,301.56,Active Erosion,1.0
21.8346872767,90.0901909183,Active Erosion,-10.02,-301.56,-9.96,301.56,Active Erosion,1.0
21.8349669647,90.0906722025,Active Erosion,-10.02,-301.56,-9.96,301.56,Active Erosion,1.0
21.833702741,90.0880816602,Active Erosion,-9.97,-299.79,-9.9,299.79,Active Erosion,1.0
21.8344196363,90.0892672459,Active Erosion,-9.97,-299.79,-9.9,299.79,Active Erosion,1.0
21.8348725832,90.0900163321,Active Erosion,-9.97,-299.79,-9.9,299.79,Active Erosion,1.0
21.8351734533,90.0905139181,Active Erosion,-9.97,-299.79,-9.9,299.79,Active Erosion,1.0
21.83390153,90.0879435054,Active Erosion,-9.93,-298.82,-9.86,298.82,Active Erosion,1.0
21.8346628795,90.0890941925,Active Erosion,-9.93,-298.82,-9.86,298.82,Active Erosion,1.0
21.8351417681,90.0898179862,Active Erosion,-9.93,-298.82,-9.86,298.82,Active Erosion,1.0
21.8354607569,90.0903001118,Active Erosion,-9.93,-298.82,-9.86,298.82,Active Erosion,1.0
21.8340886475,90.0877875778,Active Erosion,-9.99,-300.61,-9.9,300.61,Active Erosion,1.0
21.8349145287,90.0889313625,Active Erosion,-9.99,-300.61,-9.9,300.61,Active Erosion,1.0
21.8354113088,90.0896193771,Active Erosion,-9.99,-300.61,-9.9,300.61,Active Erosion,1.0
21.8357483138,90.0900861163,Active Erosion,-9.99,-300.61,-9.9,300.61,Active Erosion,1.0
21.834234206,90.0876662815,Active Erosion,-10.03,-301.76,-9.92,301.76,Active Erosion,1.0
21.8350768649,90.0888263222,Active Erosion,-10.03,-301.76,-9.92,301.76,Active Erosion,1.0
21.8355686951,90.0895034077,Active Erosion,-10.03,-301.76,-9.92,301.76,Active Erosion,1.0
21.8359064713,90.0899684171,Active Erosion,-10.03,-301.76,-9.92,301.76,Active Erosion,1.0
21.8343766608,90.0875475712,Active Erosion,-10.07,-302.84,-9.94,302.84,Active Erosion,1.0
21.8352324316,90.0887256618,Active Erosion,-10.07,-302.84,-9.94,302.84,Active Erosion,1.0
21.8357176528,90.0893936485,Active Erosion,-10.07,-302.84,-9.94,302.84,Active Erosion,1.0
21.8360549133,90.0898579477,Active Erosion,-10.07,-302.84,-9.94,302.84,Active Erosion,1.0
21.8345191157,90.0874288605,Active Erosion,-10.1,-303.9,-9.94,303.9,Active Erosion,1.0
21.8353879988,90.0886250007,Active Erosion,-10.1,-303.9,-9.94,303.9,Active Erosion,1.0
21.8358571649,90.0892708843,Active Erosion,-10.1,-303.9,-9.94,303.9,Active Erosion,1.0
21.8362032449,90.0897473245,Active Erosion,-10.1,-303.9,-9.94,303.9,Active Erosion,1.0
21.8346615701,90.0873101499,Active Erosion,-10.13,-304.8,-9.94,304.8,Active Erosion,1.0
21.8355435651,90.0885243401,Active Erosion,-10.13,-304.8,-9.94,304.8,Active Erosion,1.0
21.8359940602,90.0891445198,Active Erosion,-10.13,-304.8,-9.94,304.8,Active Erosion,1.0
21.8363506838,90.089635475,Active Erosion,-10.13,-304.8,-9.94,304.8,Active Erosion,1.0
21.8348040247,90.0871914387,Active Erosion,-10.16,-305.7,-9.93,305.7,Active Erosion,1.0
21.8356991319,90.0884236787,Active Erosion,-10.16,-305.7,-9.93,305.7,Active Erosion,1.0
21.8361309561,90.0890181543,Active Erosion,-10.16,-305.7,-9.93,305.7,Active Erosion,1.0
21.8364981235,90.0895236243,Active Erosion,-10.16,-305.7,-9.93,305.7,Active Erosion,1.0
21.834946479,90.0870727275,Active Erosion,-10.19,-306.6,-9.92,306.6,Active Erosion,1.0
21.8358546984,90.0883230173,Active Erosion,-10.19,-306.6,-9.92,306.6,Active Erosion,1.0
21.8362678516,90.0888917889,Active Erosion,-10.19,-306.6,-9.92,306.6,Active Erosion,1.0
21.8366455629,90.089411774,Active Erosion,-10.19,-306.6,-9.92,306.6,Active Erosion,1.0
21.8350889332,90.086954016,Active Erosion,-10.22,-307.5,-9.92,307.5,Active Erosion,1.0
21.8360102648,90.0882223557,Active Erosion,-10.22,-307.5,-9.92,307.5,Active Erosion,1.0
21.836404747,90.0887654233,Active Erosion,-10.22,-307.5,-9.92,307.5,Active Erosion,1.0
21.8367930022,90.0892999234,Active Erosion,-10.22,-307.5,-9.92,307.5,Active Erosion,1.0
21.8352313875,90.0868353041,Active Erosion,-10.25,-308.4,-9.93,308.4,Active Erosion,1.0
21.8361658314,90.0881216937,Active Erosion,-10.25,-308.4,-9.93,308.4,Active Erosion,1.0
21.8365532615,90.0886550525,Active Erosion,-10.25,-308.4,-9.93,308.4,Active Erosion,1.0
21.8369404417,90.0891880721,Active Erosion,-10.25,-308.4,-9.93,308.4,Active Erosion,1.0
21.8353738416,90.086716592,Active Erosion,-10.38,-312.31,-10.05,312.31,Active Erosion,1.0
21.8363199799,90.0880190795,Active Erosion,-10.38,-312.31,-10.05,312.31,Active Erosion,1.0
21.8367073363,90.0885523365,Active Erosion,-10.38,-312.31,-10.05,312.31,Active Erosion,1.0
21.8371045867,90.0890992193,Active Erosion,-10.38,-312.31,-10.05,312.31,Active Erosion,1.0
21.8355162953,90.08659788,Active Erosion,-10.53,-316.88,-10.24,316.88,Active Erosion,1.0
21.8364430314,90.0878736569,Active Erosion,-10.53,-316.88,-10.24,316.88,Active Erosion,1.0
21.8368614102,90.0884496208,Active Erosion,-10.53,-316.88,-10.24,316.88,Active Erosion,1.0
21.8372723441,90.0890153412,Active Erosion,-10.53,-316.88,-10.24,316.88,Active Erosion,1.0
21.8356587492,90.0864791674,Active Erosion,-10.69,-321.44,-10.43,321.44,Active Erosion,1.0
21.8365660833,90.0877282334,Active Erosion,-10.69,-321.44,-10.43,321.44,Active Erosion,1.0
21.8370154849,90.0883469043,Active Erosion,-10.69,-321.44,-10.43,321.44,Active Erosion,1.0
21.8374401024,90.0889314622,Active Erosion,-10.69,-321.44,-10.43,321.44,Active Erosion,1.0
21.8358012028,90.0863604547,Active Erosion,-10.84,-326.01,-10.62,326.01,Active Erosion,1.0
21.8366891348,90.08758281,Active Erosion,-10.84,-326.01,-10.62,326.01,Active Erosion,1.0
21.8371695591,90.088244188,Active Erosion,-10.84,-326.01,-10.62,326.01,Active Erosion,1.0
21.8376078599,90.0888475833,Active Erosion,-10.84,-326.01,-10.62,326.01,Active Erosion,1.0
21.8359436566,90.0862417415,Active Erosion,-10.99,-330.58,-10.82,330.58,Active Erosion,1.0
21.8368121867,90.0874373856,Active Erosion,-10.99,-330.58,-10.82,330.58,Active Erosion,1.0
21.8373236341,90.0881414707,Active Erosion,-10.99,-330.58,-10.82,330.58,Active Erosion,1.0
21.8377756189,90.0887637036,Active Erosion,-10.99,-330.58,-10.82,330.58,Active Erosion,1.0
21.83608611,90.0861230284,Active Erosion,-11.13,-334.91,-10.99,334.91,Active Erosion,1.0
21.8369352379,90.0872919618,Active Erosion,-11.13,-334.91,-10.99,334.91,Active Erosion,1.0
21.8374714907,90.0880301947,Active Erosion,-11.13,-334.91,-10.99,334.91,Active Erosion,1.0
21.8379420789,90.0886780382,Active Erosion,-11.13,-334.91,-10.99,334.91,Active Erosion,1.0
21.8362285633,90.0860043149,Active Erosion,-11.14,-334.97,-11.02,334.97,Active Erosion,1.0
21.8370582891,90.0871465374,Active Erosion,-11.14,-334.97,-11.02,334.97,Active Erosion,1.0
21.8376097747,90.0879057397,Active Erosion,-11.14,-334.97,-11.02,334.97,Active Erosion,1.0
21.8380849061,90.088559837,Active Erosion,-11.14,-334.97,-11.02,334.97,Active Erosion,1.0
21.8363569748,90.0858973029,Active Erosion,-11.14,-335.05,-11.04,335.05,Active Erosion,1.0
21.8371573319,90.0870294864,Active Erosion,-11.14,-335.05,-11.04,335.05,Active Erosion,1.0
21.8377118296,90.0878138906,Active Erosion,-11.14,-335.05,-11.04,335.05,Active Erosion,1.0
21.8381822102,90.0884793095,Active Erosion,-11.14,-335.05,-11.04,335.05,Active Erosion,1.0
21.8364309052,90.0858356928,Active Erosion,-11.17,-335.98,-11.08,335.98,Active Erosion,1.0
21.8371632102,90.0870225391,Active Erosion,-11.17,-335.98,-11.08,335.98,Active Erosion,1.0
21.8376730268,90.0878488131,Active Erosion,-11.17,-335.98,-11.08,335.98,Active Erosion,1.0
21.8381026613,90.0885451428,Active Erosion,-11.17,-335.98,-11.08,335.98,Active Erosion,1.0
21.8364746551,90.0858083767,Active Erosion,-11.25,-338.47,-11.16,338.47,Active Erosion,1.0
21.8371086831,90.0870869806,Active Erosion,-11.25,-338.47,-11.16,338.47,Active Erosion,1.0
21.8375440216,90.0879649173,Active Erosion,-11.25,-338.47,-11.16,338.47,Active Erosion,1.0
21.8379074271,90.0886977991,Active Erosion,-11.25,-338.47,-11.16,338.47,Active Erosion,1.0
21.8365657115,90.0857650173,Active Erosion,-11.23,-337.83,-11.16,337.83,Active Erosion,1.0
21.8371225972,90.0870705366,Active Erosion,-11.23,-337.83,-11.16,337.83,Active Erosion,1.0
21.8375151732,90.0879908807,Active Erosion,-11.23,-337.83,-11.16,337.83,Active Erosion,1.0
21.837832654,90.0887351859,Active Erosion,-11.23,-337.83,-11.16,337.83,Active Erosion,1.0
21.8367179879,90.0856925058,Active Erosion,-11.2,-336.96,-11.16,336.96,Active Erosion,1.0
21.8372348891,90.0869378272,Active Erosion,-11.2,-336.96,-11.16,336.96,Active Erosion,1.0
21.837629331,90.0878881391,Active Erosion,-11.2,-336.96,-11.16,336.96,Active Erosion,1.0
21.8379533231,90.0886687325,Active Erosion,-11.2,-336.96,-11.16,336.96,Active Erosion,1.0
21.8368829157,90.0856139698,Active Erosion,-11.04,-332.07,-11.04,332.07,Active Erosion,1.0
21.8373674089,90.0867812115,Active Erosion,-11.04,-332.07,-11.04,332.07,Active Erosion,1.0
21.8377731374,90.0877587137,Active Erosion,-11.04,-332.07,-11.04,332.07,Active Erosion,1.0
21.8381003472,90.0885470582,Active Erosion,-11.04,-332.07,-11.04,332.07,Active Erosion,1.0
21.837047843,90.0855354338,Active Erosion,-10.88,-327.19,-10.93,327.19,Active Erosion,1.0
21.8375003475,90.0866256071,Active Erosion,-10.88,-327.19,-10.93,327.19,Active Erosion,1.0
21.8379169428,90.0876292886,Active Erosion,-10.88,-327.19,-10.93,327.19,Active Erosion,1.0
21.8382473703,90.0884253844,Active Erosion,-10.88,-327.19,-10.93,327.19,Active Erosion,1.0
21.8372127705,90.0854568975,Active Erosion,-10.71,-322.31,-10.74,322.31,Active Erosion,1.0
21.8376579082,90.0865293217,Active Erosion,-10.71,-322.31,-10.74,322.31,Active Erosion,1.0
21.8380607488,90.0874998635,Active Erosion,-10.71,-322.31,-10.74,322.31,Active Erosion,1.0
21.8383943936,90.0883037094,Active Erosion,-10.71,-322.31,-10.74,322.31,Active Erosion,1.0
21.8373776977,90.085378361,Active Erosion,-10.55,-317.42,-10.56,317.42,Active Erosion,1.0
21.8378154684,90.0864330362,Active Erosion,-10.55,-317.42,-10.56,317.42,Active Erosion,1.0
21.8382045543,90.0873704386,Active Erosion,-10.55,-317.42,-10.56,317.42,Active Erosion,1.0
21.8385414165,90.0881820352,Active Erosion,-10.55,-317.42,-10.56,317.42,Active Erosion,1.0
21.837542625,90.0852998244,Active Erosion,-10.39,-312.54,-10.38,312.54,Active Erosion,1.0
21.8379730287,90.0863367504,Active Erosion,-10.39,-312.54,-10.38,312.54,Active Erosion,1.0
21.8383483599,90.0872410133,Active Erosion,-10.39,-312.54,-10.38,312.54,Active Erosion,1.0
21.8386884394,90.0880603601,Active Erosion,-10.39,-312.54,-10.38,312.54,Active Erosion,1.0
21.8377075523,90.0852212874,Active Erosion,-10.32,-310.35,-10.27,310.35,Active Erosion,1.0
21.8381305891,90.0862404642,Active Erosion,-10.32,-310.35,-10.27,310.35,Active Erosion,1.0
21.8384921656,90.0871115875,Active Erosion,-10.32,-310.35,-10.27,310.35,Active Erosion,1.0
21.838845343,90.0879624897,Active Erosion,-10.32,-310.35,-10.27,310.35,Active Erosion,1.0
21.8378724794,90.0851427504,Active Erosion,-10.26,-308.74,-10.23,308.74,Active Erosion,1.0
21.8382881492,90.086144178,Active Erosion,-10.26,-308.74,-10.23,308.74,Active Erosion,1.0
21.838651485,90.0870195392,Active Erosion,-10.26,-308.74,-10.23,308.74,Active Erosion,1.0
21.839004366,90.0878697266,Active Erosion,-10.26,-308.74,-10.23,308.74,Active Erosion,1.0
21.8380374068,90.085064213,Active Erosion,-10.21,-307.13,-10.19,307.13,Active Erosion,1.0
21.8384457096,90.0860478912,Active Erosion,-10.21,-307.13,-10.19,307.13,Active Erosion,1.0
21.8388108499,90.0869275987,Active Erosion,-10.21,-307.13,-10.19,307.13,Active Erosion,1.0
21.8391633897,90.087776963,Active Erosion,-10.21,-307.13,-10.19,307.13,Active Erosion,1.0
21.8382023338,90.0849856755,Active Erosion,-10.16,-305.52,-10.14,305.52,Active Erosion,1.0
21.8386032696,90.0859516045,Active Erosion,-10.16,-305.52,-10.14,305.52,Active Erosion,1.0
21.8389702141,90.0868356583,Active Erosion,-10.16,-305.52,-10.14,305.52,Active Erosion,1.0
21.8393224125,90.0876841995,Active Erosion,-10.16,-305.52,-10.14,305.52,Active Erosion,1.0
21.8383672607,90.0849071378,Active Erosion,-10.1,-303.91,-10.1,303.91,Active Erosion,1.0
21.8387608294,90.0858553176,Active Erosion,-10.1,-303.91,-10.1,303.91,Active Erosion,1.0
21.8391295783,90.0867437177,Active Erosion,-10.1,-303.91,-10.1,303.91,Active Erosion,1.0
21.8394814353,90.0875914357,Active Erosion,-10.1,-303.91,-10.1,303.91,Active Erosion,1.0
21.8385311601,90.0848290893,Active Erosion,-10.05,-302.33,-10.06,302.33,Active Erosion,1.0
21.8389167181,90.0857600517,Active Erosion,-10.05,-302.33,-10.06,302.33,Active Erosion,1.0
21.8392865831,90.0866531381,Active Erosion,-10.05,-302.33,-10.06,302.33,Active Erosion,1.0
21.8396374704,90.0875004145,Active Erosion,-10.05,-302.33,-10.06,302.33,Active Erosion,1.0
21.8386876681,90.0847545602,Active Erosion,-9.99,-300.44,-10.0,300.44,Active Erosion,1.0
21.8390606963,90.0856720642,Active Erosion,-9.99,-300.44,-10.0,300.44,Active Erosion,1.0
21.8394266981,90.0865723023,Active Erosion,-9.99,-300.44,-10.0,300.44,Active Erosion,1.0
21.8397701751,90.0874171517,Active Erosion,-9.99,-300.44,-10.0,300.44,Active Erosion,1.0
21.8388451896,90.0846825272,Active Erosion,-9.91,-298.01,-9.94,298.01,Active Erosion,1.0
21.8392048852,90.0855839477,Active Erosion,-9.91,-298.01,-9.94,298.01,Active Erosion,1.0
21.8395669712,90.0864913751,Active Erosion,-9.91,-298.01,-9.94,298.01,Active Erosion,1.0
21.8399021448,90.0873313717,Active Erosion,-9.91,-298.01,-9.94,298.01,Active Erosion,1.0
21.8390081352,90.0846084623,Active Erosion,-9.82,-295.27,-9.86,295.27,Active Erosion,1.0
21.8393576341,90.0854905998,Active Erosion,-9.82,-295.27,-9.86,295.27,Active Erosion,1.0
21.8397193094,90.086403487,Active Erosion,-9.82,-295.27,-9.86,295.27,Active Erosion,1.0
21.8400490814,90.0872358629,Active Erosion,-9.82,-295.27,-9.86,295.27,Active Erosion,1.0
21.8391742854,90.0845329406,Active Erosion,-9.72,-292.37,-9.77,292.37,Active Erosion,1.0
21.8395184925,90.0854017211,Active Erosion,-9.72,-292.37,-9.77,292.37,Active Erosion,1.0
21.8398789022,90.0863114133,Active Erosion,-9.72,-292.37,-9.77,292.37,Active Erosion,1.0
21.8402050004,90.0871345155,Active Erosion,-9.72,-292.37,-9.77,292.37,Active Erosion,1.0
21.8393404357,90.0844574186,Active Erosion,-9.53,-286.67,-9.59,286.67,Active Erosion,1.0
21.8396821457,90.0853198956,Active Erosion,-9.53,-286.67,-9.59,286.67,Active Erosion,1.0
21.8400404854,90.0862243622,Active Erosion,-9.53,-286.67,-9.59,286.67,Active Erosion,1.0
21.8403510681,90.0870083013,Active Erosion,-9.53,-286.67,-9.59,286.67,Active Erosion,1.0
21.839506586,90.0843818964,Active Erosion,-9.33,-280.67,-9.41,280.67,Active Erosion,1.0
21.8398457986,90.08523807,Active Erosion,-9.33,-280.67,-9.41,280.67,Active Erosion,1.0
21.8402022283,90.0861377149,Active Erosion,-9.33,-280.67,-9.41,280.67,Active Erosion,1.0
21.840496074,90.0868794074,Active Erosion,-9.33,-280.67,-9.41,280.67,Active Erosion,1.0
21.8396727361,90.0843063741,Active Erosion,-9.13,-274.68,-9.22,274.68,Active Erosion,1.0
21.8400094515,90.0851562441,Active Erosion,-9.13,-274.68,-9.22,274.68,Active Erosion,1.0
21.8403639711,90.0860510675,Active Erosion,-9.13,-274.68,-9.22,274.68,Active Erosion,1.0
21.8406410798,90.0867505132,Active Erosion,-9.13,-274.68,-9.22,274.68,Active Erosion,1.0
21.8398388863,90.0842308514,Active Erosion,-9.01,-271.11,-9.11,271.11,Active Erosion,1.0
21.8401731046,90.085074418,Active Erosion,-9.01,-271.11,-9.11,271.11,Active Erosion,1.0
21.8405257143,90.0859644197,Active Erosion,-9.01,-271.11,-9.11,271.11,Active Erosion,1.0
21.8407946694,90.0866432846,Active Erosion,-9.01,-271.11,-9.11,271.11,Active Erosion,1.0
21.8400050365,90.0841553286,Active Erosion,-8.96,-269.42,-9.06,269.42,Active Erosion,1.0
21.8403367575,90.0849925917,Active Erosion,-8.96,-269.42,-9.06,269.42,Active Erosion,1.0
21.8406874572,90.0858777717,Active Erosion,-8.96,-269.42,-9.06,269.42,Active Erosion,1.0
21.8409548679,90.0865527378,Active Erosion,-8.96,-269.42,-9.06,269.42,Active Erosion,1.0
21.8401711865,90.0840798057,Active Erosion,-8.9,-267.74,-9.0,267.74,Active Erosion,1.0
21.8405004104,90.0849107652,Active Erosion,-8.9,-267.74,-9.0,267.74,Active Erosion,1.0
21.8408492,90.0857911236,Active Erosion,-8.9,-267.74,-9.0,267.74,Active Erosion,1.0
21.8411150663,90.0864621907,Active Erosion,-8.9,-267.74,-9.0,267.74,Active Erosion,1.0
21.8403373365,90.0840042825,Active Erosion,-8.84,-266.05,-8.94,266.05,Active Erosion,1.0
21.8406640632,90.0848289385,Active Erosion,-8.84,-266.05,-8.94,266.05,Active Erosion,1.0
21.8410109428,90.0857044752,Active Erosion,-8.84,-266.05,-8.94,266.05,Active Erosion,1.0
21.8412752646,90.0863716434,Active Erosion,-8.84,-266.05,-8.94,266.05,Active Erosion,1.0
21.8405034865,90.0839287591,Active Erosion,-8.77,-263.82,-8.87,263.82,Active Erosion,1.0
21.840827716,90.0847471115,Active Erosion,-8.77,-263.82,-8.87,263.82,Active Erosion,1.0
21.8411726856,90.0856178265,Active Erosion,-8.77,-263.82,-8.87,263.82,Active Erosion,1.0
21.8414335798,90.0862763424,Active Erosion,-8.77,-263.82,-8.87,263.82,Active Erosion,1.0
21.8406696364,90.0838532355,Active Erosion,-8.69,-261.38,-8.79,261.38,Active Erosion,1.0
21.8409913686,90.0846652844,Active Erosion,-8.69,-261.38,-8.79,261.38,Active Erosion,1.0
21.8413344282,90.0855311777,Active Erosion,-8.69,-261.38,-8.79,261.38,Active Erosion,1.0
21.841591105,90.086179048,Active Erosion,-8.69,-261.38,-8.79,261.38,Active Erosion,1.0
21.840835786,90.0837777119,Active Erosion,-8.61,-258.93,-8.72,258.93,Active Erosion,1.0
21.8411550208,90.0845834573,Active Erosion,-8.61,-258.93,-8.72,258.93,Active Erosion,1.0
21.8414973473,90.0854475003,Active Erosion,-8.61,-258.93,-8.72,258.93,Active Erosion,1.0
21.8417486294,90.0860817537,Active Erosion,-8.61,-258.93,-8.72,258.93,Active Erosion,1.0
21.8409805174,90.0837119237,Active Erosion,-8.56,-257.38,-8.67,257.38,Active Erosion,1.0
21.8412849206,90.0845185063,Active Erosion,-8.56,-257.38,-8.67,257.38,Active Erosion,1.0
21.8416135828,90.0853893833,Active Erosion,-8.56,-257.38,-8.67,257.38,Active Erosion,1.0
21.8418510099,90.0860185183,Active Erosion,-8.56,-257.38,-8.67,257.38,Active Erosion,1.0
21.8411034007,90.0836592673,Active Erosion,-8.53,-256.71,-8.65,256.71,Active Erosion,1.0
21.8413792983,90.0844722817,Active Erosion,-8.53,-256.71,-8.65,256.71,Active Erosion,1.0
21.841679353,90.0853564985,Active Erosion,-8.53,-256.71,-8.65,256.71,Active Erosion,1.0
21.8418948203,90.0859914593,Active Erosion,-8.53,-256.71,-8.65,256.71,Active Erosion,1.0
21.8412351174,90.0836136741,Active Erosion,-8.48,-254.98,-8.59,254.98,Active Erosion,1.0
21.8414855548,90.0844297797,Active Erosion,-8.48,-254.98,-8.59,254.98,Active Erosion,1.0
21.8417578817,90.0853172346,Active Erosion,-8.48,-254.98,-8.59,254.98,Active Erosion,1.0
21.8419536268,90.0859551374,Active Erosion,-8.48,-254.98,-8.59,254.98,Active Erosion,1.0
21.841400425,90.0835564534,Active Erosion,-8.35,-251.13,-8.47,251.13,Active Erosion,1.0
21.8416447066,90.0843661198,Active Erosion,-8.35,-251.13,-8.47,251.13,Active Erosion,1.0
21.8419088803,90.0852417359,Active Erosion,-8.35,-251.13,-8.47,251.13,Active Erosion,1.0
21.8420973318,90.0858663782,Active Erosion,-8.35,-251.13,-8.47,251.13,Active Erosion,1.0
21.8415721715,90.0834970037,Active Erosion,-8.23,-247.53,-8.34,247.53,Active Erosion,1.0
21.8418139635,90.0842984176,Active Erosion,-8.23,-247.53,-8.34,247.53,Active Erosion,1.0
21.8420737003,90.0851593264,Active Erosion,-8.23,-247.53,-8.34,247.53,Active Erosion,1.0
21.8422590746,90.0857737677,Active Erosion,-8.23,-247.53,-8.34,247.53,Active Erosion,1.0
21.8417439177,90.0834375539,Active Erosion,-8.26,-248.48,-8.35,248.48,Active Erosion,1.0
21.8419832199,90.0842307154,Active Erosion,-8.26,-248.48,-8.35,248.48,Active Erosion,1.0
21.8422385197,90.0850769169,Active Erosion,-8.26,-248.48,-8.35,248.48,Active Erosion,1.0
21.8424334805,90.0857231338,Active Erosion,-8.26,-248.48,-8.35,248.48,Active Erosion,1.0
21.8419156642,90.0833781039,Active Erosion,-8.29,-249.44,-8.37,249.44,Active Erosion,1.0
21.8421524767,90.0841630129,Active Erosion,-8.29,-249.44,-8.37,249.44,Active Erosion,1.0
21.8424033396,90.0849945069,Active Erosion,-8.29,-249.44,-8.37,249.44,Active Erosion,1.0
21.8426078872,90.0856724997,Active Erosion,-8.29,-249.44,-8.37,249.44,Active Erosion,1.0
21.8420874106,90.0833186537,Active Erosion,-8.32,-250.4,-8.38,250.4,Active Erosion,1.0
21.8423217335,90.0840953101,Active Erosion,-8.32,-250.4,-8.38,250.4,Active Erosion,1.0
21.8425681594,90.0849120967,Active Erosion,-8.32,-250.4,-8.38,250.4,Active Erosion,1.0
21.8427822939,90.0856218653,Active Erosion,-8.32,-250.4,-8.38,250.4,Active Erosion,1.0
21.8422591569,90.0832592033,Active Erosion,-8.36,-251.36,-8.39,251.36,Active Erosion,1.0
21.8424909903,90.0840276072,Active Erosion,-8.36,-251.36,-8.39,251.36,Active Erosion,1.0
21.8427329791,90.0848296864,Active Erosion,-8.36,-251.36,-8.39,251.36,Active Erosion,1.0
21.8429567006,90.0855712309,Active Erosion,-8.36,-251.36,-8.39,251.36,Active Erosion,1.0
21.8424309031,90.0831997528,Active Erosion,-8.36,-251.59,-8.38,251.59,Active Erosion,1.0
21.8426602466,90.0839599043,Active Erosion,-8.36,-251.59,-8.38,251.59,Active Erosion,1.0
21.8428977984,90.084747276,Active Erosion,-8.36,-251.59,-8.38,251.59,Active Erosion,1.0
21.8431290813,90.0855138834,Active Erosion,-8.36,-251.59,-8.38,251.59,Active Erosion,1.0
21.8426026493,90.0831403021,Active Erosion,-8.33,-250.45,-8.33,250.45,Active Erosion,1.0
21.8428295032,90.083892201,Active Erosion,-8.33,-250.45,-8.33,250.45,Active Erosion,1.0
21.843062618,90.0846648652,Active Erosion,-8.33,-250.45,-8.33,250.45,Active Erosion,1.0
21.8432976744,90.0854439795,Active Erosion,-8.33,-250.45,-8.33,250.45,Active Erosion,1.0
21.8427743953,90.0830808514,Active Erosion,-8.29,-249.31,-8.28,249.31,Active Erosion,1.0
21.8429994244,90.0838267017,Active Erosion,-8.29,-249.31,-8.28,249.31,Active Erosion,1.0
21.8432275612,90.0845828661,Active Erosion,-8.29,-249.31,-8.28,249.31,Active Erosion,1.0
21.8434662669,90.0853740754,Active Erosion,-8.29,-249.31,-8.28,249.31,Active Erosion,1.0
21.8429461415,90.0830214003,Active Erosion,-8.25,-248.18,-8.24,248.18,Active Erosion,1.0
21.843175804,90.0837826077,Active Erosion,-8.25,-248.18,-8.24,248.18,Active Erosion,1.0
21.8434006304,90.0845277992,Active Erosion,-8.25,-248.18,-8.24,248.18,Active Erosion,1.0
21.8436348599,90.0853041712,Active Erosion,-8.25,-248.18,-8.24,248.18,Active Erosion,1.0
21.8431178876,90.0829619491,Active Erosion,-8.21,-247.04,-8.19,247.04,Active Erosion,1.0
21.8433521837,90.0837385136,Active Erosion,-8.21,-247.04,-8.19,247.04,Active Erosion,1.0
21.8435736996,90.0844727321,Active Erosion,-8.21,-247.04,-8.19,247.04,Active Erosion,1.0
